/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_40_643.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_40_643.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_40_643.jpg,0,0,0,6.151171E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_40_731.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_40_731.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_40_731.jpg,0,0,0,6.018434E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_40_819.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_40_819.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_40_819.jpg,0,0,0,5.952382E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_40_909.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_40_909.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_40_909.jpg,0,0,0,6.085441E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_40_996.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_40_996.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_40_996.jpg,0,0,0,6.61692E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_085.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_085.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_085.jpg,0,0,0,5.487118E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_172.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_172.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_172.jpg,0,0,0,3.892263E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_261.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_261.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_261.jpg,0,0,0,2.829462E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_351.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_351.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_351.jpg,0,0,0,1.704037E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_437.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_437.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_437.jpg,0,0,0,1.047139E-06
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_549.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_549.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_549.jpg,0,0.33339,0,0.2983353
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_668.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_668.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_668.jpg,0,0.6605399,0,1.035381
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_756.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_756.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_756.jpg,0,0.926712,0,1.833873
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_835.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_835.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_835.jpg,-0.1160694,1,0,2.99592
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_41_923.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_41_923.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_41_923.jpg,-0.2446972,1,0,3.927963
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_42_012.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_42_012.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_42_012.jpg,-0.3235544,1,0,5.084172
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_42_100.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_42_100.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_42_100.jpg,-0.2696015,1,0,6.009483
/Users/dclark/Repos/CarND-Term1-P3/data/IMG/center_2017_04_10_15_22_42_188.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/left_2017_04_10_15_22_42_188.jpg,/Users/dclark/Repos/CarND-Term1-P3/data/IMG/right_2017_04_10_15_22_42_188.jpg,-0.2696015,1,0,6.926033
